review_id,text,source,item,true_sentiment,review_date,clean_text,vader_compound,textblob_polarity,textblob_subjectivity,ensemble_score,predicted_sentiment,joy,anger,sadness,fear,trust,surprise,dominant_emotion,total_emotion_words
REV100264,"I bought the office chair last week, still testing it out.",Twitter/X Post,office chair,neutral,2024-06-02,"I bought the office chair last week, still testing it out.",0.0,0.0,0.0667,0.0,neutral,0,0,0,0,0,0,none,0
REV100265,Great kitchen blender! My whole family loves it.,Product Forum,kitchen blender,positive,2024-11-04,Great kitchen blender! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV100267,"Disappointing fitness tracker, definitely returning it. :(",Twitter/X Post,fitness tracker,negative,2024-09-06,"Disappointing fitness tracker, definitely returning it. :(",-0.3182,-0.45,0.7333,-0.3709,negative,0,0,1,0,0,0,sadness,1
REV100268,"The running shoes does what it's supposed to do, nothing special.",Facebook Comment,running shoes,neutral,2024-05-24,"The running shoes does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV100271,What a wonderful water bottle! Great value for the price. Love it!,Twitter/X Post,water bottle,positive,2024-08-05,What a wonderful water bottle! Great value for the price. Love it!,0.9431,0.8083,0.7833,0.8892,positive,3,0,0,0,0,0,joy,3
REV100273,"Five stars for the air purifier, it changed the way I do things.!!",Facebook Comment,air purifier,positive,2024-04-09,"Five stars for the air purifier, it changed the way I do things.!!",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100274,"Disappointing bluetooth speaker, definitely returning it.!!",Twitter/X Post,bluetooth speaker,negative,2024-02-13,"Disappointing bluetooth speaker, definitely returning it.!!",-0.2695,-0.3,0.6,-0.2817,negative,0,0,1,0,0,0,sadness,1
REV100275,This kitchen blender caused nothing but problems since day one.!!,Product Forum,kitchen blender,negative,2024-05-09,This kitchen blender caused nothing but problems since day one.!!,0.5379,0.0,0.0,0.3227,positive,0,0,0,0,0,0,none,0
REV100276,"Excellent customer support experience, exactly as described and super reliable.",Amazon Review,customer support experience,positive,2024-09-25,"Excellent customer support experience, exactly as described and super reliable.",0.8834,0.5278,0.6389,0.7412,positive,1,0,0,0,1,0,joy,2
REV100277,"The subscription plan is okay, not great but not bad either.",Twitter/X Post,subscription plan,neutral,2024-05-25,"The subscription plan is okay, not great but not bad either.",0.4728,0.15,0.6389,0.3437,positive,1,0,0,0,0,0,joy,1
REV100278,The customer service team was super helpful with my software update order.,Twitter/X Post,software update,positive,2024-04-23,The customer service team was super helpful with my software update order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV100280,"Awful experience with the yoga mat, would not recommend at all.!!",Twitter/X Post,yoga mat,negative,2024-03-22,"Awful experience with the yoga mat, would not recommend at all.!!",-0.6902,-1.0,1.0,-0.8141,negative,0,0,0,0,1,0,trust,1
REV100281,"The bluetooth speaker does what it's supposed to do, nothing special.",Amazon Review,bluetooth speaker,neutral,2024-02-03,"The bluetooth speaker does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV100282,"Five stars for the running shoes, it changed the way I do things.",Amazon Review,running shoes,positive,2024-01-16,"Five stars for the running shoes, it changed the way I do things.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100284,"I bought the air purifier last week, still testing it out.",Facebook Comment,air purifier,neutral,2024-03-18,"I bought the air purifier last week, still testing it out.",0.0,0.0,0.0667,0.0,neutral,0,0,0,0,0,0,none,0
REV100286,"I'm so disappointed with this software update, complete waste of money.",Product Forum,software update,negative,2024-08-06,"I'm so disappointed with this software update, complete waste of money.",-0.7346,-0.2833,0.3833,-0.5541,negative,0,0,1,0,0,0,sadness,1
REV100287,Considering whether to keep the gaming mouse or exchange it.,Facebook Comment,gaming mouse,neutral,2024-03-31,Considering whether to keep the gaming mouse or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100289,"Received the water bottle today, packaging was standard.",Facebook Comment,water bottle,neutral,2024-10-25,"Received the water bottle today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100290,"Received the restaurant chain today, packaging was standard.",Product Forum,restaurant chain,neutral,2024-02-02,"Received the restaurant chain today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100291,"I bought the kitchen blender last week, still testing it out.",Twitter/X Post,kitchen blender,neutral,2024-08-14,"I bought the kitchen blender last week, still testing it out.",0.0,0.0,0.0667,0.0,neutral,0,0,0,0,0,0,none,0
REV100292,Highly recommend the airline to anyone looking for quality.,Product Forum,airline,positive,2024-10-05,Highly recommend the airline to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100294,The laptop stand arrived on time and matches the description.,News Headline,laptop stand,neutral,2024-01-14,The laptop stand arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100295,"I'm so disappointed with this desk lamp, complete waste of money.!!",Facebook Comment,desk lamp,negative,2024-09-23,"I'm so disappointed with this desk lamp, complete waste of money.!!",-0.7768,-0.3208,0.3833,-0.5944,negative,0,0,1,0,0,0,sadness,1
REV100297,"This laptop stand is fantastic, best purchase I've made all year.!!",Product Forum,laptop stand,positive,2024-07-20,"This laptop stand is fantastic, best purchase I've made all year.!!",0.855,0.7,0.6,0.793,positive,2,0,0,0,0,0,joy,2
REV100298,The streaming service stopped working and support was unhelpful. Never again.,Twitter/X Post,streaming service,negative,2024-09-09,The streaming service stopped working and support was unhelpful. Never again.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV100299,"I'm impressed by how well the yoga mat performs, truly outstanding.",Amazon Review,yoga mat,positive,2024-04-28,"I'm impressed by how well the yoga mat performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV100300,"Disappointing smartphone case, definitely returning it.",Product Forum,smartphone case,negative,2024-06-02,"Disappointing smartphone case, definitely returning it.",-0.128,-0.3,0.6,-0.1968,negative,0,0,1,0,0,0,sadness,1
REV100301,Here is my honest review of the smartphone case after a week of use.,News Headline,smartphone case,neutral,2024-03-23,Here is my honest review of the smartphone case after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV100302,The bluetooth speaker stopped working and support was unhelpful. :(,News Headline,bluetooth speaker,negative,2024-08-24,The bluetooth speaker stopped working and support was unhelpful. :(,-0.2732,-0.75,1.0,-0.4639,negative,0,0,0,0,0,0,none,0
REV100303,What a wonderful software update! Great value for the price. Love it!,News Headline,software update,positive,2024-08-15,What a wonderful software update! Great value for the price. Love it!,0.9431,0.8083,0.7833,0.8892,positive,3,0,0,0,0,0,joy,3
REV100304,"The wireless headphones meets the basic requirements, nothing more.",News Headline,wireless headphones,neutral,2024-08-15,"The wireless headphones meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100305,"Five stars for the kitchen blender, it changed the way I do things.",Product Forum,kitchen blender,positive,2024-05-18,"Five stars for the kitchen blender, it changed the way I do things.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100307,"The wireless headphones does what it's supposed to do, nothing special.",Product Forum,wireless headphones,neutral,2024-04-01,"The wireless headphones does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV100308,"Excellent delivery service, exactly as described and super reliable.",News Headline,delivery service,positive,2024-10-27,"Excellent delivery service, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV100310,"This electric toothbrush is a game changer, I use it every single day.",Twitter/X Post,electric toothbrush,positive,2024-02-23,"This electric toothbrush is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV100311,The laptop stand stopped working and support was unhelpful.,Amazon Review,laptop stand,negative,2024-08-26,The laptop stand stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV100312,"The subscription plan meets the basic requirements, nothing more.",Facebook Comment,subscription plan,neutral,2024-12-05,"The subscription plan meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100313,Highly recommend the electric toothbrush to anyone looking for quality.,Amazon Review,electric toothbrush,positive,2024-07-10,Highly recommend the electric toothbrush to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100314,"Just unboxed the coffee maker, will update this review later.",Twitter/X Post,coffee maker,neutral,2024-12-09,"Just unboxed the coffee maker, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100317,"Excellent subscription plan, exactly as described and super reliable. 😊",Facebook Comment,subscription plan,positive,2024-10-03,"Excellent subscription plan, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV100318,"The subscription plan works as expected, average performance overall.",Amazon Review,subscription plan,neutral,2024-04-27,"The subscription plan works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV100320,"Five stars for the restaurant chain, it changed the way I do things.",Twitter/X Post,restaurant chain,positive,2024-03-07,"Five stars for the restaurant chain, it changed the way I do things.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100321,The wireless headphones is overpriced for such low quality.,Product Forum,wireless headphones,negative,2024-04-27,The wireless headphones is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV100322,"I'm so happy with the mobile app, works perfectly and looks great.",News Headline,mobile app,positive,2024-09-02,"I'm so happy with the mobile app, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV100324,"This coffee maker is a game changer, I use it every single day. 😊",Facebook Comment,coffee maker,positive,2024-03-01,"This coffee maker is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV100326,Here is my honest review of the running shoes after a week of use.,News Headline,running shoes,neutral,2024-11-18,Here is my honest review of the running shoes after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV100327,"Very frustrated with the laptop stand, it never worked as advertised.",Facebook Comment,laptop stand,negative,2024-08-09,"Very frustrated with the laptop stand, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV100328,"Five stars for the software update, it changed the way I do things.",Facebook Comment,software update,positive,2024-03-31,"Five stars for the software update, it changed the way I do things.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100329,The customer service team was super helpful with my streaming service order.,Facebook Comment,streaming service,positive,2024-01-28,The customer service team was super helpful with my streaming service order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV100330,"I'm so happy with the software update, works perfectly and looks great.!!",Amazon Review,software update,positive,2024-12-31,"I'm so happy with the software update, works perfectly and looks great.!!",0.931,0.9333,0.9167,0.9319,positive,2,0,0,0,0,0,joy,2
REV100331,"Disappointing kitchen blender, definitely returning it. :(",Product Forum,kitchen blender,negative,2024-06-23,"Disappointing kitchen blender, definitely returning it. :(",-0.5267,-0.45,0.7333,-0.496,negative,0,0,1,0,0,0,sadness,1
REV100332,The electric toothbrush has some pros and cons worth mentioning.,Facebook Comment,electric toothbrush,neutral,2024-03-03,The electric toothbrush has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV100333,"Just unboxed the customer support experience, will update this review later.",News Headline,customer support experience,neutral,2024-08-23,"Just unboxed the customer support experience, will update this review later.",0.4019,0.0,0.0,0.2411,positive,0,0,0,0,0,0,none,0
REV100335,Great backpack! My whole family loves it.,Facebook Comment,backpack,positive,2024-07-28,Great backpack! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV100336,"The electric toothbrush is okay, not great but not bad either.",Product Forum,electric toothbrush,neutral,2024-10-11,"The electric toothbrush is okay, not great but not bad either.",0.4728,0.15,0.6389,0.3437,positive,1,0,0,0,0,0,joy,1
REV100337,This coffee maker caused nothing but problems since day one.,Product Forum,coffee maker,negative,2024-07-05,This coffee maker caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV100338,The subscription plan is overpriced for such low quality.,Facebook Comment,subscription plan,negative,2024-01-03,The subscription plan is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV100339,"This restaurant chain is fantastic, best purchase I've made all year. :)",News Headline,restaurant chain,positive,2024-11-17,"This restaurant chain is fantastic, best purchase I've made all year. :)",0.8957,0.6333,0.7333,0.7908,positive,2,0,0,0,0,0,joy,2
REV100341,"The backpack meets the basic requirements, nothing more.",Product Forum,backpack,neutral,2024-11-09,"The backpack meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100342,"Five stars for the electric toothbrush, it changed the way I do things.",News Headline,electric toothbrush,positive,2024-10-18,"Five stars for the electric toothbrush, it changed the way I do things.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100343,What a wonderful subscription plan! Great value for the price.!!,Product Forum,subscription plan,positive,2024-04-10,What a wonderful subscription plan! Great value for the price.!!,0.9017,1.0,0.875,0.941,positive,2,0,0,0,0,0,joy,2
REV100344,This electric toothbrush is poorly made and feels cheap.,Twitter/X Post,electric toothbrush,negative,2024-05-31,This electric toothbrush is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV100345,The restaurant chain arrived quickly and the build quality is amazing.,Facebook Comment,restaurant chain,positive,2024-05-03,The restaurant chain arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV100346,"I bought the mobile app last week, still testing it out.",Facebook Comment,mobile app,neutral,2024-05-01,"I bought the mobile app last week, still testing it out.",0.0,0.0,0.0667,0.0,neutral,0,0,0,0,0,0,none,0
REV100347,"The smartphone case meets the basic requirements, nothing more.",Amazon Review,smartphone case,neutral,2024-07-12,"The smartphone case meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100348,Considering whether to keep the office chair or exchange it.,Product Forum,office chair,neutral,2024-08-28,Considering whether to keep the office chair or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100352,"Terrible office chair, broke after just two days of use.!!",Facebook Comment,office chair,negative,2024-11-05,"Terrible office chair, broke after just two days of use.!!",-0.7568,-1.0,1.0,-0.8541,negative,0,0,0,0,0,0,none,0
REV100353,"I'm impressed by how well the airline performs, truly outstanding.",Twitter/X Post,airline,positive,2024-07-07,"I'm impressed by how well the airline performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV100354,"The streaming service works as expected, average performance overall.",Twitter/X Post,streaming service,neutral,2024-10-25,"The streaming service works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV100355,"I'm so happy with the desk lamp, works perfectly and looks great.",Product Forum,desk lamp,positive,2024-06-27,"I'm so happy with the desk lamp, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV100357,"I'm so happy with the water bottle, works perfectly and looks great. :)",Facebook Comment,water bottle,positive,2024-05-05,"I'm so happy with the water bottle, works perfectly and looks great. :)",0.9459,0.775,0.9375,0.8775,positive,2,0,0,0,0,0,joy,2
REV100358,"Excellent water bottle, exactly as described and super reliable.!!",Facebook Comment,water bottle,positive,2024-06-19,"Excellent water bottle, exactly as described and super reliable.!!",0.8475,0.5903,0.6389,0.7446,positive,1,0,0,0,1,0,joy,2
REV100359,Great air purifier! My whole family loves it.!!,Twitter/X Post,air purifier,positive,2024-12-16,Great air purifier! My whole family loves it.!!,0.865,0.6562,0.575,0.7815,positive,1,0,0,0,0,0,joy,1
REV100360,"Very frustrated with the office chair, it never worked as advertised.",Product Forum,office chair,negative,2024-11-11,"Very frustrated with the office chair, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV100364,"This kitchen blender is a game changer, I use it every single day. 😊",Amazon Review,kitchen blender,positive,2024-09-15,"This kitchen blender is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV100366,"Very frustrated with the smartphone case, it never worked as advertised.",News Headline,smartphone case,negative,2024-05-07,"Very frustrated with the smartphone case, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV100367,"This coffee maker is fantastic, best purchase I've made all year.!!",Facebook Comment,coffee maker,positive,2024-09-26,"This coffee maker is fantastic, best purchase I've made all year.!!",0.855,0.7,0.6,0.793,positive,2,0,0,0,0,0,joy,2
REV100368,"The laptop stand works as expected, average performance overall.",News Headline,laptop stand,neutral,2024-02-12,"The laptop stand works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV100370,Great restaurant chain! My whole family loves it. Love it!,News Headline,restaurant chain,positive,2024-05-07,Great restaurant chain! My whole family loves it. Love it!,0.9272,0.6083,0.5833,0.7997,positive,2,0,0,0,0,0,joy,2
REV100371,"The coffee maker meets the basic requirements, nothing more.",Twitter/X Post,coffee maker,neutral,2024-08-29,"The coffee maker meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100374,The customer service team was super helpful with my laptop stand order.,Product Forum,laptop stand,positive,2024-06-19,The customer service team was super helpful with my laptop stand order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV100375,"Disappointing mobile app, definitely returning it.!!",Product Forum,mobile app,negative,2024-10-24,"Disappointing mobile app, definitely returning it.!!",-0.2695,-0.3,0.6,-0.2817,negative,0,0,1,0,0,0,sadness,1
REV100376,The air purifier arrived on time and matches the description.,Twitter/X Post,air purifier,neutral,2024-01-22,The air purifier arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100377,"The electric toothbrush meets the basic requirements, nothing more.",Twitter/X Post,electric toothbrush,neutral,2024-09-10,"The electric toothbrush meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100379,"Just unboxed the streaming service, will update this review later.",Facebook Comment,streaming service,neutral,2024-05-26,"Just unboxed the streaming service, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100380,The backpack has some pros and cons worth mentioning.,News Headline,backpack,neutral,2024-03-13,The backpack has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV100382,The coffee maker is overpriced for such low quality.,Twitter/X Post,coffee maker,negative,2024-10-18,The coffee maker is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV100384,"This fitness tracker is a game changer, I use it every single day.",Twitter/X Post,fitness tracker,positive,2024-05-18,"This fitness tracker is a game changer, I use it every single day.",0.2732,-0.2357,0.3071,0.0696,positive,0,0,0,0,0,0,none,0
REV100385,"This streaming service is a game changer, I use it every single day.",Twitter/X Post,streaming service,positive,2024-03-17,"This streaming service is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV100386,"Absolutely love this desk lamp, it exceeded all my expectations!",Amazon Review,desk lamp,positive,2024-08-30,"Absolutely love this desk lamp, it exceeded all my expectations!",0.6989,0.625,0.6,0.6693,positive,1,0,0,0,0,0,joy,1
REV100387,Considering whether to keep the bluetooth speaker or exchange it.,Facebook Comment,bluetooth speaker,neutral,2024-05-23,Considering whether to keep the bluetooth speaker or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100389,"I'm so disappointed with this restaurant chain, complete waste of money. 😡",Amazon Review,restaurant chain,negative,2024-12-01,"I'm so disappointed with this restaurant chain, complete waste of money.",-0.7346,-0.2833,0.3833,-0.5541,negative,0,0,1,0,0,0,sadness,1
REV100390,The customer support experience arrived quickly and the build quality is amazing.,Twitter/X Post,customer support experience,positive,2024-12-22,The customer support experience arrived quickly and the build quality is amazing.,0.7579,0.4667,0.7,0.6414,positive,1,0,0,0,0,0,joy,1
REV100391,"Five stars for the yoga mat, it changed the way I do things. 😊",Amazon Review,yoga mat,positive,2024-06-15,"Five stars for the yoga mat, it changed the way I do things.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100393,The gaming mouse arrived quickly and the build quality is amazing. :),Facebook Comment,gaming mouse,positive,2024-07-08,The gaming mouse arrived quickly and the build quality is amazing. :),0.7783,0.4778,0.8,0.6581,positive,1,0,0,0,0,0,joy,1
REV100394,Highly recommend the desk lamp to anyone looking for quality.,Twitter/X Post,desk lamp,positive,2024-12-14,Highly recommend the desk lamp to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100395,"The airline meets the basic requirements, nothing more.",News Headline,airline,neutral,2024-03-26,"The airline meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100396,"I'm impressed by how well the running shoes performs, truly outstanding. Love it!",News Headline,running shoes,positive,2024-12-22,"I'm impressed by how well the running shoes performs, truly outstanding. Love it!",0.9485,0.7083,0.825,0.8524,positive,3,0,0,0,0,0,joy,3
REV100399,This fitness tracker caused nothing but problems since day one.,Twitter/X Post,fitness tracker,negative,2024-01-07,This fitness tracker caused nothing but problems since day one.,0.5326,0.0,0.0,0.3196,positive,0,0,0,0,0,0,none,0
REV100400,The mobile app has some pros and cons worth mentioning.,News Headline,mobile app,neutral,2024-01-05,The mobile app has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV100401,"The streaming service meets the basic requirements, nothing more.",Facebook Comment,streaming service,neutral,2024-05-18,"The streaming service meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100403,"The gaming mouse does what it's supposed to do, nothing special.",Amazon Review,gaming mouse,neutral,2024-09-04,"The gaming mouse does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV100404,What a wonderful delivery service! Great value for the price.,Product Forum,delivery service,positive,2024-10-30,What a wonderful delivery service! Great value for the price.,0.8883,0.9,0.875,0.893,positive,2,0,0,0,0,0,joy,2
REV100407,The yoga mat arrived damaged and customer service ignored me.,Amazon Review,yoga mat,negative,2024-12-14,The yoga mat arrived damaged and customer service ignored me.,-0.6369,0.0,0.0,-0.3821,negative,0,0,0,0,0,0,none,0
REV100408,"Excellent office chair, exactly as described and super reliable.",Twitter/X Post,office chair,positive,2024-08-29,"Excellent office chair, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV100409,The yoga mat is overpriced for such low quality.!!,Twitter/X Post,yoga mat,negative,2024-02-15,The yoga mat is overpriced for such low quality.!!,-0.3987,0.0,0.4,-0.2392,negative,0,0,0,0,0,0,none,0
REV100410,The airline has some pros and cons worth mentioning.,Facebook Comment,airline,neutral,2024-11-26,The airline has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV100414,The bluetooth speaker is overpriced for such low quality. 😡,Amazon Review,bluetooth speaker,negative,2024-04-19,The bluetooth speaker is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV100415,Here is my honest review of the fitness tracker after a week of use.,News Headline,fitness tracker,neutral,2024-06-23,Here is my honest review of the fitness tracker after a week of use.,0.6597,0.6,0.9,0.6358,positive,0,0,0,0,1,0,trust,1
REV100416,"I'm so disappointed with this mobile app, complete waste of money. :(",Amazon Review,mobile app,negative,2024-01-17,"I'm so disappointed with this mobile app, complete waste of money. :(",-0.8439,-0.4,0.5375,-0.6663,negative,0,0,1,0,0,0,sadness,1
REV100417,"The office chair meets the basic requirements, nothing more.",Facebook Comment,office chair,neutral,2024-08-14,"The office chair meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV100418,"Very frustrated with the kitchen blender, it never worked as advertised. Never again.",News Headline,kitchen blender,negative,2024-11-26,"Very frustrated with the kitchen blender, it never worked as advertised. Never again.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV100419,Here is my honest review of the gaming mouse after a week of use.,News Headline,gaming mouse,neutral,2024-01-17,Here is my honest review of the gaming mouse after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV100420,The mobile app arrived damaged and customer service ignored me.,Twitter/X Post,mobile app,negative,2024-12-04,The mobile app arrived damaged and customer service ignored me.,-0.6369,0.0,0.0,-0.3821,negative,0,0,0,0,0,0,none,0
REV100421,"Excellent coffee maker, exactly as described and super reliable.",Amazon Review,coffee maker,positive,2024-12-01,"Excellent coffee maker, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV100423,Great backpack! My whole family loves it. :),Product Forum,backpack,positive,2024-12-07,Great backpack! My whole family loves it. :),0.902,0.5667,0.7167,0.7679,positive,1,0,0,0,0,0,joy,1
REV100424,"Excellent backpack, exactly as described and super reliable. :)",Product Forum,backpack,positive,2024-07-28,"Excellent backpack, exactly as described and super reliable. :)",0.891,0.5208,0.7292,0.7429,positive,1,0,0,0,1,0,joy,2
REV100425,The desk lamp is overpriced for such low quality.,Product Forum,desk lamp,negative,2024-11-07,The desk lamp is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV100426,The running shoes stopped working and support was unhelpful.,Product Forum,running shoes,negative,2024-08-19,The running shoes stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV100427,"I'm so happy with the customer support experience, works perfectly and looks great.",Facebook Comment,customer support experience,positive,2024-08-22,"I'm so happy with the customer support experience, works perfectly and looks great.",0.9432,0.8667,0.9167,0.9126,positive,2,0,0,0,0,0,joy,2
REV100428,Here is my honest review of the software update after a week of use.,Product Forum,software update,neutral,2024-05-26,Here is my honest review of the software update after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV100429,"I'm impressed by how well the subscription plan performs, truly outstanding.",News Headline,subscription plan,positive,2024-01-06,"I'm impressed by how well the subscription plan performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV100432,"The customer support experience works as expected, average performance overall.",News Headline,customer support experience,neutral,2024-06-18,"The customer support experience works as expected, average performance overall.",0.4019,-0.0833,0.2667,0.2078,positive,0,0,0,0,0,0,none,0
REV100435,"Excellent streaming service, exactly as described and super reliable.",Amazon Review,streaming service,positive,2024-05-20,"Excellent streaming service, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV100436,The laptop stand has some pros and cons worth mentioning.,News Headline,laptop stand,neutral,2024-12-21,The laptop stand has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
